ID_investigadores,grado_rec,categoria,institucion_estudio,pais_rec,ofos4,ofos1_rec,ambito_trabajo,institución_trabaja,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
10600,"Ingeniero Civil: mención Minas,Máster en Dirección de Empresas","1,3","Universidad de Chile,Universidad de Chile","ch,ch","Mining, Petroleum Engineering,Economics","3,2",2,Antofagasta Minerals,Gerente Medio Ambiente Antofagasta Minerals,#s.i.,#s.i.,Antofagasta,10,2,,,,,
10610,"Ingeniero Comercial: mención Economía,Máster en Economía","1,3","Universidad de Santiago de Chile,Universidad Alberto Hurtado","ch,ch","Economics,Economics","2,2",3,Superintendencia de Servicios Sanitarios,Superintendente,#s.i.,#s.i.,Santiago,1,14,,,,,
10612,"Ingeniero Forestal,Doctor Recursos Naturales y medioambiente","1,4","Universidad de Chile,Ludwig-Maximilians-Universität München","ch,al","Forestry and Wood Industry,Agriculture and Forestry, Fishery not elsewhere classified","1,1",3,Ministerio de Agricultura,Jefe programa nacional de manejo de cuencas hidrograficas y conservación de suelos y aguas,Corporación Nacional Forestal,#s.i.,Santiago,1,14,,,,,
10613,Ingeniero Civil Ambiental,1,Universidad de La Serena,ch,Environmental Engineering,3,2,BHP Billiton,Profesional Responsable,Proyecto Escondida Water Supply,#s.i.,Antofagasta,10,2,,,,,
10617,"Ingeniero Civil Hidráulico,Máster en Hidrología","1,3","Universidad de Chile,Instituto de Estudios Políticos de Grenoble","ch,fr","Civil Engineering,Hydrology","3,4",2,ICASS Consultoría en Recursos Hídricos,Consultor,#s.i.,#s.i.,Santiago,1,14,,,,,
10618,Ingeniero Civil Hidráulico,1,Pontificia Universidad Católica de Chile,ch,Civil Engineering,3,2,ICNOVA ING Consultores,Director Ejecutivo,#s.i.,#s.i.,Santiago,1,14,,,,,
10625,Ingeniero,1,,#N/A,--,#N/A,2,Javi Hidráulica,Gerente,#s.i.,#s.i.,Santiago,1,14,,,,,
10631,Ingeniero Civil Hidráulico,1,,ch,Civil Engineering,3,2,Teck Resources,Líder Área,Área Recursos Hídricos,#s.i.,Iquique,12,1,,,,,
10639,"Máster en Regulación Económica,Abogado,Doctor en Derecho","3,1,4","Universidad de Salamanca,Pontificia Universidad Católica de Chile,Universidad de Salamanca","es,ch,es","Economics,Law,Law","2,2,2",3,Ministerio de Obras Públicas,Asesor legislativo,Dirección General de Aguas,#s.i.,Santiago,1,14,,,,,
10643,"Bachiller en Ciencias Naturales y Exactas,Químico Ambiental,Máster en Ciencias de la Ingeniería","1,1,3","Universidad de Chile,Universidad de Chile,Universidad de Santiago de Chile","ch,ch,ch","Mathematics,Chemistry,--","4,4,3",4,Fundación Chile,Subgerente,Área Gestión Hídrica,#s.i.,Santiago,1,14,,,,,
10644,Ingeniero Civil Hidráulico,1,Pontificia Universidad Católica de Chile,ch,Civil Engineering,3,3,Subsecretaría de Desarrollo Regional y Administrativo,Asesor,#s.i.,#s.i.,Santiago,1,14,,,,,
10647,"Ingeniero Civil Bioquímica,Máster en Ciencias de la Ingeniería","1,3","Pontificia Universidad Católica de Valparaíso,Universidad Federal de Río de Janeiro","ch,bra","Chemistry,--","4,3",3,Ministerio de Medio Ambiente,Profesional,Subsecretaría del Medio Ambiente,#s.i.,Santiago,1,14,,,,,
10663,"Máster en Hidrología Subterránea,Geólogo,Máster en Administración de Empresas","3,1,3","Universidad Politécnica de Cataluña,Universidad de Chile,Universidad Adolfo Ibáñez","es,ch,ch","Hydrology,Geology, Mineralogy,Economics","4,4,2",2,Monitoreass,Gerente General,#s.i.,#s.i.,Santiago,1,14,,,,,
120000,"Ingeniero Agrónomo,Doctor Ingeniero Agrónomo","1,4","Universidad Católica de Valparaíso,Universidad de Lleida","ch,es","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de La Serena,Directora,Faculta de Ciencias,Departamento de Agronomía,La Serena,4,4,,,,,
120001,Doctor en Química,4,Universidad de Chile,ch,Chemistry,4,1,Pontificia Universidad Católica de Chile,Profesor Asistente,Facultad de Química,Departamento de Química Inorgánica,Santiago,1,14,,,,,
120002,"Ingeniero Estructural,Constructor Civil","1,1","Universidad de Santiago de Chile,Universidad de Santiago de Chile","ch,ch","Civil Engineering,Civil Engineering","3,3",1,Universidad de Santiago de Chile,#s.i.,Facultad Tecnológica,Departamento de Tecnologías Industriales,Santiago,1,14,,,,,
120003,Doctor en Química,4,Pontificia Universidad Católica de Chile,ch,Chemistry,4,1,Pontificia Universidad Católica de Chile,Profesor Asistente,Facultad de Química,Departamento de Química Orgánica,Santiago,1,14,,,,,
120004,Arquitecto,1,Pontificia Universidad Católica de Chile,ch,Architecture,3,1,Universidad de Chile,Profesor Titular,Facultad de Arquitectura y Urbanismo,Departamento de Arquitectura,Santiago,1,14,,,,,
120005,"Ingeniero Civil Químico,Doctor en Ingeniería Química","1,4","Universidad de Santiago de Chile,Universidad de Bolonia","ch,ita","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad de Santiago de Chile,Profesor Asociado,Facultad de Ingeniería,Departamento de Ingeniería Química,Santiago,1,14,,,,,
120006,Ingeniero Agrónomo,1,Universidad de La Serena,ch,"Cultivation of Land, Horticulture",1,1,Universidad de La Serena,Investigador,Laboratorio de Prospección y Monitoreo de Recursos Agrícolas y Ambientales,#s.i.,La Serena,4,4,,,,,
120007,"Ingeniero Forestal,Máster en Ecología y Biología Evolutiva","1,3","Pontificia Universidad Católica de Chile,Universidad de Chile","ch,ch","Forestry and Wood Industry,Biology","1,4",1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,,,,,
120008,"Ingeniero Agrónomo,Doctor en Ciencias Agrarias","1,4","Universidad Austral de Chile,Universidad Austral de Chile","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad Católica de Temuco,"Profesor, Investigador",Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120009,"Máster en Derecho de Minas y Aguas,Abogado,Máster en Derecho de Medio Ambiente","3,1,3","Instituto de Minas,Universidad de Concepción,University of Colorado","#N/A,ch,usa","Law,Law,Law","2,2,2",1,Universidad del Desarrollo,Profesor,Facultad de Derecho,#s.i.,Santiago,1,14,,,,,
120010,"Ingeniero Civil,Constructor Civil","1,1","Universidad de Chile,Universidad de Chile","ch,ch","Civil Engineering,Civil Engineering","3,3",1,Pontificia Universidad Católica de Valparaíso,Director,Facultad de Ingeniería,Escuela de Ingeniería Civil,Valparaíso,6,5,,,,,
120011,"Máster en Historia,Profesor de Historia y Geografía,Diplomado en Estudios de Integración Regional","3,1,2","Universidad de Santiago de Chile,Universidad de Santiago de Chile,Universidad de Chile","ch,ch,ch","History, Archaeology,History, Archaeology,Human Geography, Regional Geography, Regional Planning","6,6,2",1,Universidad Academia de Humanismo Cristiano,Docente,Facultad de Ciencias Sociales,Escuela de Gobierno y Gestión Pública,Santiago,1,14,,,,,
120012,"Máster en Ciencias Biológicas,Ingeniero Agrónomo,Doctor en Ciencias de la Agricultura","3,1,4","Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Chile","ch,ch,ch","Biology,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","4,1,1",1,Universidad Católica de Temuco,Profesor Asistente,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120013,"Abogado,Doctor en Derecho","1,4","Universidad de Concepción,Universidad de Navarra","ch,es","Law,Law","2,2",1,Pontificia Universidad Católica de Chile,"Profesor, Investigador",Facultad de Derecho,#s.i.,Santiago,1,14,,,,,
120014,Ingeniero Civil Estructural,1,,,Civil Engineering,3,1,Universidad Católica del Norte,Decano,Facultad de Ingeniería y Ciencias Geológicas,#s.i.,Antofagasta,10,2,,,,,
120015,"Máster en Ecología Forestal,Ingeniero Forestal,Doctor en Ciencias Forestales","3,1,4","Wageningen University,Universidad de Concepción,University of Montana","ho,ch,usa","Forestry and Wood Industry,Forestry and Wood Industry,Forestry and Wood Industry","1,1,1",1,Centro de Investigación en Ecosistemas de la Patagonia,Investigador residente,#s.i.,#s.i.,Coyhaique,14,12,,,,,
120016,,,,,,,,Universidad Central,,Facultad de Ingeniería,,,,4,,,,,
120017,Ingeniero Civil,1,Universidad de Chile,ch,Civil Engineering,3,1,Universidad Diego Portales,Académico,Facultad de Ingeniería,Escuela de Ingeniería en Obras Civiles,Santiago,1,14,,,,,
120018,"Máster en Administración de Empresas del Medio Ambiente,Master en Estudios Ambientales: mención Ecología Industrial,Ingeniero Civil Bioquímico,Licenciado en Ciencias de la Ingeniería,Doctor en Ciencia y Tecnología ambiental","3,3,1,1,4","University of Twente,Universidad Autónoma de Barcelona,Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Valparaíso,Universidad Autónoma de Barcelona","ho,es,ch,ch,es","Environmental Engineering,Biology,Chemistry,--,Interdisciplinary Geosciences not elsewhere classified","3,4,4,3,4",1,Universidad de Talca,Académico Adscrito,Facultad de Ingeniería,Escuela de Ingeniería Civil,Curicó,15,7,,,,,
120019,"Máster en Hidráulica y Mecánica de Fuídos: mención Ciencias Ambientales y Recursos Hídricos,Doctor en Oceanografía Física","3,4","Escuela Nacional Superior de Electrónica, Electrotécnica, Informática, Hidráulica y Telecomunicaciones,Universidad Toulouse III","fr,fr","Civil Engineering,Hydrology","3,4",1,Universidad de Concepción,Profesor Asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Concepción,7,8,,,,,
120020,"Máster en Finanzas,Ingeniero en Información y Control de Gestión,Contador Auditor,Doctorado en Salud Pública: mención en Gestión y Políticas de Salud","3,1,1,4","Universidad de Chile,Universidad de Chile,Universidad de Chile,Oregon State University","ch,ch,ch,usa","Mathematics,Computer Science,Mathematics,Political Science","4,4,4,2",1,Universidad de Chile,Profesor Asistente,Facultad de Economía y Negocios,Departamento de Control de Gestión y Sistemad de Información,Santiago,1,14,,,,,
120021,Doctor en Ciencia de las Plantas,4,University of California,usa,Agriculture and Forestry,1,1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Fruticultura y Enología,Santiago,1,14,,,,,
120022,"Ingeniero Civil Metalúrgico,Doctor en Ingeniería Metalúrgica","1,4","Universidad Arturo Prat,Universidad de Concepción","ch,ch","Metallurgy,Metallurgy","3,3",1,Pontificia Universidad Católica de Valparaíso,Jefe de Investigación,Facultad de Ingeniería,Escuela de Ingeniería Química,Valparaíso,6,5,,,,,
120023,"Ingeniero Comercial,Magister en Administración","1,3","Pontificia Universidad Católica de Valparaíso,Universidad de Chile","ch,ch","Economics,Economics","2,2",1,Universidad de Aconcagua,Director de Carrera Área Industrial,Facultad de Ingenierías y Tecnologías,#s.i.,Los Andes,16,5,,,,,
120024,"Ingeniero Civil,Doctor en Ciencias de la Ingeniería","1,4","Universidad de Concepción,Pontificia Universidad Católica de Chile","ch,ch","Civil Engineering,--","3,3",1,Universidad del Bío Bío,"Profesor, Investigador",Facultade de Ingeniería,Departamento de Ingeniería Civil y Ambiental,Concepción,7,8,,,,,
120025,"Diplomado en Estudios Avanzados (DEA) en Derechos Fundamentales,Abogado,Doctor en Derechos Fundamentales, Mención Derecho Constitucional","2,1,4","Pontificia Universidad Católica de Chile, Universidad Carlos III","ch,es","Law,Law,Law","2,2,2",1,Universidad Central,Docente,Facultad de Ciencias Políticas y Administración Pública,#s.i.,Santiago,1,4,,,,,
120026,"Abogado,Doctor en Derecho","1,4","Universidad de Concepción,York University","ch,ca","Law,Law","2,2",1,Universidad de Concepción,Profesor Asociado,Facultad de Ciencias Jurídicas y Sociales,Departamento de Historia y Filosofía del Derecho,Concepción,7,8,,,,,
120027,"Máster en Ecología y Biología Evolutiva,Licenciado en Ciencias Biológicas,Doctor en Ciencias Forestales","3,1,4","Universidad de Chile,Pontificia Universidad Católica de Chile,Universidad Austral de Chile","ch,ch,ch","Biology,Biology,Forestry and Wood Industry","4,4,1",1,Universidad Austral de Chile,Investigador,Facultad de Ciencias,Instituto de Ciencias Ambientales & Evolutivas,Valdivia,17,10,,,,,
120028,"Máster en Educación: mención Gestión y Administración Educacional,Máster en Ciencias: mención en Medio Ambiente,Profesor en Historia y Geografía,Doctor en Geografía, Paisaje y Gestión Ambiental","3,3,1,4","Universidad de Santiago de Chile,Universidad de Concepción,Universidad de Barcelona","ch,ch,es","Educational Sciences,Environmental Engineering,History, Archaeology,Human Geography, Regional Geography, Regional Planning","2,3,6,2",1,Universidad Autónoma,Directora de carrera,Facultad de Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",Santiago,1,14,,,,,
120029,Bioquímica,1,Universidad de Chile,ch,Chemistry,4,1,Universidad de Antofagasta,Profesor Asistente,#s.i.,#s.i.,Antofagasta,10,2,,,,,
120030,"Máster en Ingeniería Civil mención Ingeniería Ambiental,Ingeniero Civil Químico,Doctor en Ingeniería Civil: mención en Ingeniería Ambiental","3,1,4","North Carolina State University,Universidad de Concepción,North Carolina State University","usa,ch,usa","Environmental Engineering,Chemical Process Engineering,Environmental Engineering","3,3,3",1,Universidad de Concepción,"Profesor, Investigador",Centro de Ciencias Ambientales EULA-Chile,Departamento de Ingeniería Ambiental,Concepción,7,8,,,,,
120031,"Máster en Gestión Ambiental,Ingeniero Civil Agrícola,Doctor en Ciencias: mención Meteorología","3,1,4",Universidad de Sao Paulo,bra,"Environmental Engineering,Cultivation of Land, Horticulture,Meteorology, Climatology","3,1,4",1,Universidad de Valparaíso,Profesor Adjunto,Facultad de Ciencias,Departamento de Meteorología,Valparaíso,6,5,,,,,
120032,Ingeniero Agrónomo,1,,#N/A,"Cultivation of Land, Horticulture",1,1,Universidad de Talca,Investigadora Asistente,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,,,,,
120033,"Doctor en Ambiente y Sociedad,Máster en Antropología y Desarrollo,Antropóloga Social,Doctor en Sociología: mención en Geografía","4,3,1,4","Rachel Carson Center,Universidad de Chile,Universidad de Chile,Universidad Ludwig Maximilian","al,ch,ch,al","Sociology,Sociology,Sociology,Sociology","2,2,2,2",1,Universidad de Chile,"Profesor, Investigador",Facultad de Ciencias Sociales,Departamento de Antropología,Santiago,1,14,,,,,
120034,Ingeniero Civil,1,,#N/A,Civil Engineering,3,1,Universidad Católica de la Santísima Concepción,Especialista,Centro Regional de Estudios Ambientales,#s.i.,Concepción,7,8,,,,,
120035,"Ingeniero Civil Industrial,Máster en Administración de Empresas","1,3","Universidad de Chile,Universidad de Chile","ch,ch","--,Economics","3,2",1,Universidad de Santiago de Chile,#s.i.,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120036,"Geógrafo,Doctor en Ciencias Naturales","1,4","Pontificia Universidad Católica de Chile,Universidad de Erlangen-Nürnberg","ch,al","Human Geography, Regional Geography, Regional Planning,--","2,4",1,Pontificia Universidad Católica de Valparaíso,Profesor,Facultad de Ciencias del Mar y Geografía,Instituto de Geografía,Valparaíso,6,5,,,,,
120037,"Máster en Geografía,Geógrafo,Doctor en Glaciología","3,1,4","Universidad de Chile,Universidad de Chile,University of Bristol","ch,ch,uk","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Interdisciplinary Geosciences not elsewhere classified","2,2,4",1,Universidad de Chile,"Profesor Titular, Investigador",Facultad de Arquitectura y Urbanismo,Departamento de Geografía,Santiago,1,14,,,,,
120038,Arquitecto,1,Universidad de Chile,ch,Architecture,3,1,Universidad de Chile,Profesor Asistente,Facultad de Arquitectura y Urbanismo,Escuela de Arquitectura,Santiago,1,14,,,,,
120039,"Máster en Estadística,Ingeniería Civil Eléctrica,Doctor en Investigación Operativa en Ingeniería Industrial","3,1,4","University of California,Universidad de Chile,University of California","usa,ch,usa","Mathematics,Electrical Engineering, Electronics, Information Engineering,--","4,3,3",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,"Departamento de Ingeniería Industrial, Departamento de Ingeniería Matemática",Santiago,1,14,,,,,
120040,"Ingeniero de Ejecución Electricista,Ingeniero Civil Electricista","1,1","Universidad Técnica del Estado,Universidad Técnica del Estado","ch,ch","Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering","3,3",1,Universidad de Santiago de Chile,Académico,Facultad Tecnológica,Departamento de Tecnologías Industriales,Santiago,1,14,,,,,
120041,"Licenciado en Ciencias: mención Biología,Doctor en Ciencias Biológicas: mención Ecología","1,4","Universidad de Chile,Pontificia Universidad Católica de Chile","ch,ch","Biology,Biology","4,4",1,Universidad Metropolitana de Ciencias de la Educación,Profesor,Facultad de Ciencias Básicas,Instituto de Entomología,Santiago,1,14,,,,,
120042,"Ingeniero en Bioinformática,Doctor en Ciencias Aplicadas","1,4","Universidad de Talca,Universidad de Talca","ch,ch","Biology,Mathematics","4,4",1,Universidad de Talca,#s.i.,Facultad de Ingeniería,Escuela de Bioinformática,Curicó,15,7,,,,,
120043,Constructor Civil,1,,#N/A,Civil Engineering,3,1,Universidad de Talca,Profesor Conferenciante,Facultad de Ingeniería,Escuela de Ingeniería en Construcción,Talca,5,7,,,,,
120044,Ingeniero Civil,1,,#N/A,Civil Engineering,3,1,Universidad de Chile,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120045,"Doctor en Ciencias Geológicas,Geólogo","4,1",Universidad de Atacama,ch,"Geology, Mineralogy,Geology, Mineralogy","4,4",1,Universidad de Atacama,Profesor Asistente,Facultad de Ingeniería,Departamento de Geología,Copiapó,18,3,,,,,
