ID_investigadores,grado_rec,categoria,institucion_estudio,pais_rec,ofos4,ofos1_rec,ambito_trabajo,institución_trabaja,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
120073,"Máster en Ciencias: mención Suelos y Nutrición Vegetal,Ingeniero Agrónomo,Doctor en Ciencias de Recursos Naturales","3,1,4","Universidad de Concepción,Universidad de La Frontera,Universidad de La Frontera","ch,ch,ch","Forestry and Wood Industry,Cultivation of Land, Horticulture,Agriculture and Forestry, Fishery not elsewhere classified","1,1,1",1,Universidad Católica de Temuco,Profesor Asociado,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120074,"Abogado,Máster en Derecho Regulatorio","1,3","Universidad Bernardo O`Higgins,Pontificia Universidad Católica de Chile","ch,ch","Law,Law","2,2",1,Universidad Bernardo O'Higgins,Profesora,Facultad de Derecho y Comunicación Social,#s.i.,Santiago,1,14,,,,,
120075,"Bioquímico,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Chemistry,Environmental Engineering","4,3",1,Universidad del Bío Bío,Docente,Facultad de Ciencias,Departamento de Química,Concepción,7,8,,,,,
120076,"Ingeniero Agrónomo ,Máster en Desarrollo Rural","1,3",,#N/A,"Cultivation of Land, Horticulture,Human Geography, Regional Geography, Regional Planning","1,2",1,Universidad de Magallanes,Profesora Titular,Facultad de Ciencias,#s.i.,Punta Arenas,19,13,,,,,
120077,"Máster en Ingeniería Química: mención Modelación y Control de Procesos,Ingeniero Civil Químico,Licenciado en Ciencias de la Ingeniería,Doctor en Procesamiento de Minerales","3,1,1,4","Universidad Técnica Federico Santa María,Universidad Técnica Federico Santa María,Universidad Técnica Federico Santa María,McGill University","ch,ch,ch,ca","Chemical Process Engineering,Chemical Process Engineering,--,Mining, Petroleum Engineering","3,3,3,3",1,Universidad Católica del Norte,Profesor,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Ingeniería Química,Antofagasta,10,2,,,,,
120078,"Arquitecto,Máster en Arquitectura","1,3","Politécnico de Milán,Pontificia Universidad Católica de Chile","ita,ch","Architecture,Architecture","3,3",1,Universidad Diego Portales,Profesor Asociado,"Facultad de Arquitectura, Arte y Diseño",Escuela de Arquitectura,Santiago,1,14,,,,,
120079,"Máster en Ciencias,Ingeniero Civil en Computación e Informática,Doctor en Ciencias de la Computación","3,1,4","University of Massachusetts,Universidad Católica del Norte,University of Massachusetts","usa,ch,usa","--,Computer Sciences,Computer Sciences","4,4,4",1,Universidad Católica del Norte,Director de Departamento,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Ingeniería Civil,Antofagasta,10,2,,,,,
120080,Ingeniero Comercial,1,,#N/A,Economics,2,1,Centro de Estudios Avanzados en Zonas Áridas,Gerente Corporativo,#s.i.,#s.i.,La Serena,4,4,,,,,
120081,Ingeniero Civil,1,Universidad de Chile,ch,Civil Engineering,3,1,Universidad Católica del Norte,#s.i.,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Ingeniería Civil,Antofagasta,10,2,,,,,
120082,"Ingeniero Industrial y Transporte,Máster en Políticas Públicas","1,3","Pontificia Universidad Católica de Chile,Columbia University","ch,usa","--,Political Science","3,2",1,Pontificia Universidad Católica de Chile,Director Ejecutivo,Centro de Innovación UC,#s.i.,Santiago,1,14,,,,,
120083,"Máster en Ciencias de la Ingeniería: mención Química,Ingeniero Civil Químico,Doctor en Ingeniería Ambiental","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad Técnica de Berlín","ch,ch,al","Chemical Process Engineering,Chemical Process Engineering,Environmental Engineering","3,3,3",1,Universidad de La Frontera,"Profesor, Investigador",Facultad de Ingeniería,Departamento de Ingeniería Química,Temuco,13,9,,,,,
120084,"Geógrafo,Doctor en Ciencias Ambientales","1,4","Pontificia Universidad Católica de Chile,Universidad de Concepción","ch,ch","Human Geography, Regional Geography, Regional Planning,Environmental Engineering","2,3",1,Pontificia Universidad Católica de Chile,Profesor Asociado,"Facultad de Historia, Geografía y Ciencia Política",Departamento de Geografía Física,Santiago,1,14,,,,,
120085,"Ingeniero Agrónomo,Doctor en Ciencias de la Ingeniería","1,4","Universidad de Chile,Washington State University","ch,usa","Cultivation of Land, Horticulture,--","1,3",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Agronómicas,Departamento de Ingeniería y Suelos,Santiago,1,14,,,,,
120086,"Máster en Arquitectura y Paisaje,Arquitecto,Doctora en Arquitectura","3,1,4","Universidad Politécnica de Cataluña,Royal Melbourne Institute of Technology,Universidad Politécnica de Cataluña","es,aus,es","Architecture,Architecture,Architecture","3,3,3",1,Universidad Diego Portales,Académico,"Facultad de Arquitectura, Arte y Diseño",Escuela de Arquitectura,Santiago,1,14,,,,,
120087,"Máster en Ciencias: mención Geofísica,Doctor en Ciencias Naturales","3,4","Universidad de Chile,Universidad Libre de Berlín","ch,al","Physics, Astronomy,--","4,4",1,Universidad de Chile,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Santiago,1,14,,,,,
120088,"Máster en Comunicación Científica y Tecnológica,Periodista,Doctor en Ciencias de la Comunicación","3,1,4","Universidad Metodista de Sao Paulo,Universidad Católica del Norte,Universidad de Sao Paulo","bra,ch,bra","Media and Communication Sciences,Media and Communication Sciences,Media and Communication Sciences","2,2,2",1,Universidad Católica del Norte,Académico,Facultad de Humanidades,Escuela de Periodismo,Antofagasta,10,2,,,,,
120089,"Geógrafo,Licenciado en Geografía,Diplomado en Visiones Económicas Alternativas","1,1,2","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Universidad Academia de Humanismo Cristiano","ch,ch,ch","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Economics","2,2,2",1,Universidad Academia de Humanismo Cristiano,Docente,Facultad de Ciencias sociales,Escuela de Historia,Santiago,1,14,,,,,
120090,"Máster en Ciencias Jurídicas,Diplomado en Derecho Administrativo,Licenciado en Ciencias Jurídicas y Sociales,Doctor en Derecho de Aguas","3,2,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Universidad de Talca,Pontificia Universidad Católica de Chile","ch,ch,ch,ch","Law,Law,Law,Law","2,2,2,2",1,Pontificia Universidad Católica de Chile,Director Ejecutivo,Centro de Derecho y Gestión de Aguas,#s.i.,Santiago,1,14,,,,,
120091,"Ingeniero Civil Químico,Doctor en Ingeniería Química","1,4","Pontificia Universidad Católica de Valparaíso,Politécnico de Torino","ch,ita","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad Católica del Norte,Investigador Asociado,Centro de Investigación Tecnológica del Agua en el Desierto,#s.i.,Antofagasta,10,2,,,,,
120092,"Ingeniero Civil Agrícola,Doctor © en Ingeniería Agrícola: mención en Recursos Hídricos en la Agricultura","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Talca,Asistente de investigación,Facultad de Ciencias Agrarias,Centro de Investigación y Transferencia en Riego y Agroclimatología,Talca,5,7,,,,,
120093,"Máster en Ciencias,Bioquímico,Doctor en Ciencias","3,1,4","Universidad de Chile,Universidad Técnica de Braunschweig","ch,al","--,Chemistry,--","4,4,4",1,Universidad de Chile,"Profesor, Investigador",Facultad de Ciencias Químicas y Farmacéuticas,Departamento de Bioquímica y Biología Molecular,Santiago,1,14,,,,,
120094,"Diplomado en Gestión de Empresas,Diplomado en Teología,Ingeniero Civil Electricista,Máster en Administración y Negocios: mención Finanzas","2,2,1,3","Universidad de Chile,Universidad Alberto Hurtado,Universidad de Chile,Universidad de Chile","ch,ch,ch,ch","Economics,Theology,Electrical Engineering, Electronics, Information Engineering,Economics","2,6,3,2",1,Universidad de Chile,Profesor,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Eléctrica,Santiago,1,14,,,,,
120095,"Diplomado en Educación superior basado en competencias,Químico Laboratorista,Profesor en Educación Técnica Profesional,Profesor en Química Y Ciencias,Licenciado en Educación,Máster en Educación de las Ciencias: mención Química","2,1,1,1,1,3","Universidad Santo Tomás,Universidad Católica del Maule,Universidad de Antofagasta,Universidad Católica del Maule,Universidad de Talca","ch,ch,ch,ch,ch","Educational Sciences,Chemistry,Educational Sciences,Chemistry,Educational Sciences,Chemistry","2,4,2,4,2,4",1,Universidad de Talca,Académico,Instituto de Química de Recursos Naturales,#s.i.,Curicó,15,7,,,,,
120096,"Ingeniero Agrónomo,Licenciado en Ciencias de los Agrorrecursos: mención Agronomía,Máster en Ciencias Agrarias y Biotecnología","1,1,3","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Universidad Católica de Temuco","ch,ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1",1,Universidad del Pacífico,Jefe Carrera,Escuela de Ciencias Agropecuarias,Agronomía,Santiago,1,14,,,,,
120097,Ingeniero Civil Industrial,1,Universidad de Santiago de Chile,ch,--,3,1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Eléctrica,Santiago,1,14,,,,,
120098,"Diplomado en Advertising Strategy,Diplomado en Marketing y Publicidad,Diplomado en Metodologías y Habilidades Docentes,Postítulo en Marketing,Diseñador Industrial,Máster en Educación","2,2,2,5,1,3","Kellogg Northwestern University,Pontificia Universidad Católica de Chile,Universidad Finis Terrae,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Universidad Finis Terrae","usa,ch,ch,ch,ch,ch","Economics,Economics,Educational Sciences,Economics,Materials Engineering,Educational Sciences","2,2,2,2,3,2",1,Pontificia Universidad Católica de Chile,Académico,#s.i.,#s.i.,Santiago,1,14,,,,,
120099,"Máster en Administración de Operaciones,Ingeniero Industrial,Doctor en Investigación de Operaciones","3,1,4","Universidad de Talca,Universidad de Talca,Universidad de Bolonia","ch,ch,ita","Economics,--,Mathematics","2,3,4",1,Universidad de Talca,Profesor Asistente,Facultad de Ingeniería,Departamento de Ingeniería Industrial,Talca,5,7,,,,,
120100,"Máster en Ciencias Forestales,Ingeniero Forestal,Doctor Forestal","3,1,4","Oregon State University,Pontificia Universidad Católica de Chile,Virginia Tech","usa,ch,usa","Forestry and Wood Industry,Forestry and Wood Industry,Forestry and Wood Industry","1,1,1",1,Pontificia Universidad Católica de Chile,Profesor Asistente,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,,,,,
120101,"Ingeniero Civil Industrial,Magister en Administración ,Doctor en ciencias empresariales","1,3,4",Universidad Autónoma de Madrid,es,"--,Economics,Economics","3,2,2",1,Universidad de Chile,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120102,"Diplomado en Sistemas de Información Geográfica y Percepción Remota,Licenciado en Recursos Naturales,Máster en Planificación y Gestión Territorial","2,1,3","Universidad Católica de Temuco,Universidad Católica de Temuco,Universidad Católica de Temuco","ch,ch,ch","Human Geography, Regional Geography, Regional Planning,Agriculture and Forestry, Fishery not elsewhere classified,Human Geography, Regional Geography, Regional Planning","2,1,2",1,Universidad Católica de Temuco,Investigador,Facultad de Recursos Naturales,Laboratorio de Planificación Territorial,Temuco,13,9,,,,,
120103,"Ingeniero Civil en Obras Civiles,Licenciado en Ciencias de la Ingeniería,Máster en Dirección de Empresas","1,1,3","Universidad de Santiago de Chile,Universidad de Santiago de Chile,Universidad Politécnica de Madrid","ch,ch,es","Civil Engineering,--,Economics","3,3,2",1,Universidad de Santiago de Chile,Profesor Asistente / Jefe Carrera Construcción Civil,Facultad de Ingeniería,Departamento de Ingeniería en Obras Civiles,Santiago,1,14,,,,,
120104,"Ingeniero Agrónomo: mención en Economía Agraria,Máster en Políticas Públicas","1,3","Pontificia Universidad Católica de Chile,University of Chicago","ch,usa","Economics,Political Science","2,2",1,Pontificia Universidad Católica de Chile,Investigadora,Centro de Derecho y Gestión de Aguas,Facultad de Derecho,Santiago,1,14,,,,,
120105,"Máster en Planes y Cierre de Faenas e Instalaciones Mineras,Ingeniero Civil Químico,Doctor en Termodinámica","3,1,4","Escuela Europea de Negocios,Universidad de Antofagasta,Universidad de Concepción","ch,ch,ch","Mining, Petroleum Engineering,Chemical Process Engineering,Physics, Astronomy","3,3,4",1,Universidad Católica del Norte,Directora de Magíster en Aplicaciones de Ingeniería Ambiental,Facultad de Ingeniería y Ciencias Geológicas,#s.i.,Antofagasta,10,2,,,,,
120106,Arquitecto,1,Pontificia Universidad Católica de Chile,ch,Architecture,3,1,Universidad Diego Portales,Profesor,"Facultad de Arquitectura, Arte y Diseño",Escuela de Diseño,Santiago,1,14,,,,,
120107,"Máster en Ciencias de la Ingeniería ,Ingeniero Civil de Industrial,Doctor en Ingeniería Industrial e Investigación de Operaciones","3,1,4","University of California,Pontificia Universidad Católica de Chile,University of California","usa,ch,usa","--,--,--","3,3,3",1,Pontificia Universidad Católica de Chile,Profesor Asociado,Escuela de Ingeniería,#s.i.,Santiago,1,14,,,,,
120108,"Máster en Ciencias Ambientales,Biólogo,Doctor en Ciencias Ambientales","3,1,4","Universidad Autónoma de Barcelona,Universidad Arturo Prat,Universidad Autónoma de Barcelona","es,ch,es","Environmental Engineering,Biology,Environmental Engineering","3,4,3",1,Universidad Católica de Temuco,Investigador,Núcleo de Estudios Ambientales,#s.i.,Temuco,13,9,,,,,
120109,"Ingeniero Civil en Construcción,Máster en Ingeniería Civil","1,3","Universidad de Chile,University of California","ch,usa","Civil Engineering,Civil Engineering","3,3",1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120110,"Máster en Ciencias,Ingeniero Civil,Máster en Ciencias de la Ingeniería","3,1,3","Escuela Nacional de Puentes y Caminos,Universidad Técnica Federico Santa María,Universidad Técnica Federico Santa María","fr,ch,ch","--,Civil Engineering,--","4,3,3",1,Pontificia Universidad Católica de Chile,Profesor Asociado,Escuela de Ingeniería,#s.i.,Santiago,1,14,,,,,
120111,"Geógrafo,Doctor en Geología","1,4","Pontificia Universidad Católica de Chile,University of Cincinnati","ch,usa","Human Geography, Regional Geography, Regional Planning,Geology, Mineralogy","2,4",1,Pontificia Universidad Católica de Chile,Profesor Asistente,Instituto de Geografía,Departamento de Geografía Física,Santiago,1,14,,,,,
120112,"Máster en Ciencias, Economía Agrícola y Aplicada,Ingeniero Comercial,Licenciado en Ciencias de la Administración de Empresas,Doctor en Agricultura y Recursos Económicos","3,1,1,4","University of Minnesota,Universidad de Concepción,Universidad de Concepción,University of California","usa,ch,ch,usa","Economics,Economics,Economics,Economics","2,2,2,2",1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Ciencias Económicas y Administrativas,Instituto de Economía,Santiago,1,14,,,,,
120113,"Diseñador industrial,Arquitecto,Máster en Diseño de Materiales","1,1,3","Universidad Central de Chile,Universidad de Tecnologías de Compiegne","ch,din","Materials Engineering,Architecture,Mathematics","3,3,4",1,Universidad Diego Portales,Profesor,"Facultad de Arquitectura, Arte y Diseño",Escuela de Diseño,Santiago,1,14,,,,,
120114,"Ingeniero Agrónomo,Máster en Ingeniería de regadíos","1,3","Universidad de Chile,Centro de Estudios y Experimentación de Obras Públicas (CEDEX)","ch,es","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Talca,"Profesor, Investigador",Facultad de Ciencias Agrarias,Departamento de Producción Agrícola,Talca,5,7,,,,,
120115,"Ingeniero Civil Bioquímico,Máster en Ciencias de la Ingeniería: mención en Ingeniería Bioquímica","1,3",Pontificia Universidad Católica de Valparaíso,ch,"Chemistry,Chemistry","4,4",1,Universidad de Playa Ancha,Directora,Departamento Disciplinario de Medio Ambiente,#s.i.,Valparaíso,6,5,,,,,
120116,"Máster en Ciencias Sociales,Cientista Político,Doctor en Ciencias Políticas y Sociología","3,1,4","Universidad Alberto Hurtado,Universidad Católica de Córdoba,Universidad de Deusto, Bilbao","ch,ar,es","Sociology,Political Science,Sociology","2,2,2",1,Universidad Alberto Hurtado,Director de Postgrado,Facultad de Ciencias Sociales,#s.i.,Santiago,1,14,,,,,
120117,"Diplomado en Desarrollo Territorial y Políticas Públicas,Diplomado en Gestión para la Reducción del Riesgo Urbano,Geógrafo,Máster en Geomática","2,2,1,3","Facultad Latinoamericana de Ciencias Sociales (FLACSO),Universidad de Chile,Pontificia Universidad Católica de Chile,Universidad de Santiago de Chile","ch,ch,ch,ch","Political Science,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Geodesy, Surveying","2,2,2,3",1,Universidad de Chile,#s.i.,Facultad de Arquitectura y Urbanismo,#s.i.,Santiago,1,14,,,,,
120118,Ingeniero Civil,1,Universidad Técnica Federico Santa María,ch,Civil Engineering,3,1,Universidad de Valparaíso,Académico,Facultad de Ingeniería,Escuela de Ingeniería Civil,Valparaíso,6,5,,,,,
120119,Ingeniero Constructor,1,,ch,Civil Engineering,3,1,Universidad Autónoma,#s.i.,Facultad de Arquitectura y Contrucción,#s.i.,#s.i.,#N/A,14,,,,,
120120,"Máster en Ciencias: mención Economía Ambiental y Recursos Naturales,Licenciado en Economía,Doctor en Economía Agraria y Recursos Económicos","3,1,4","Universidad de Concepción,Universidad de Concepción,University of California","ch,ch,usa","Economics,Economics,Economics","2,2,2",1,Universidad del Desarrollo,Profesor Investigador,Facultad de Economía y Negocios,#s.i.,Concepción,7,14,,,,,
120121,"Ingeniero Químico,Doctor en Ingeniería Metalúrgica","1,4","Universidad de Concepción,University of Minnesota","ch,usa","Chemical Process Engineering,Metallurgy","3,3",1,Universidad de Concepción,Profesor Titular,Facultad de Ingeniería,Departamento de Ingeniería Metalurgica,Concepción,7,8,,,,,
120122,"Ingeniero Civil Químico,Doctor en Ingeniería de Procesos","4,4","Pontificia Universidad Católica de Valparaíso,RWTH Aachen University","ch,al","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad de Santiago de Chile,Profesor Asociado,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120123,"Máster en Ciencias de la Ingeniería: mención Industrial,Ingeniero Civil Mecánico,Licenciado en Ciencias de la Ingeniería,Doctor en Ingeniería Mecánica","3,1,1,4","Universidad de Chile,Universidad de Santiago de Chile,Universidad de Santiago de Chile,Universidad Federal de Santa Catarina","ch,ch,ch,bra","--,Mechanical Engineering,--,Mechanical Engineering","3,3,3,3",1,Universidad de Talca,#s.i.,Facultad de Ingeniería,Escuela de Ingeniería Mecánica,Curicó,15,7,,,,,
120125,"Diplomado en Gestión Integrada de Calidad, Ambiente y Seguridad,Ingeniero de Ejecución Químico,Diplomado en Gestión Ambiental","2,1,2",Universidad Católica del Norte,ch,"Economics,Chemical Process Engineering,Environmental Engineering","2,3,3",1,Universidad Tecnológica de Chile Inacap,Docente,Área de Procesos Industriales,#s.i.,Iquique,12,1,,,,,
120126,Abogado,1,Universidad de Concepción,ch,Law,2,1,Universidad de Concepción,Personal de Apoyo,Centro de Recursos Hídricos para la Agricultura y la Minería,#s.i.,Concepción,7,8,,,,,
120127,"Ingeniero Agrónomo,Máster en Floricultura y Horticultura Ornamental","1,3","Pontificia Universidad Católica de Chile,Cornell University","ch,usa","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Talca,Profesor Asociado,Facultad de Ciencias Agrarias,Escuela de Agronomía,Talca,5,7,,,,,
120128,"Postítulo en Economía y Finanzas,Abogado,Máster en Ciencias en Regulación Económica y Competencia","5,1,3","Universidad de Chile,Universidad de Chile,The City University","ch,ch,in","Economics,Law,Economics","2,2,2",1,Universidad de Chile,Profesor Asistente,Facultad de Derecho,Centro de Regulación y Competencia,Santiago,1,14,,,,,
120129,"Ingeniero en Biotecnología Molecular,Doctor en Ciencias Biológicas: mención Microbiología","1,4","Universidad de Chile,Universidad de Chile","ch,ch","Nanotechnology,Biology","3,4",1,Universidad Católica del Norte,Profesor Asociado,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Ingeniería Química,Antofagasta,10,2,,,,,
120130,Ingeniero Civil,1,,#N/A,Civil Engineering,3,1,Universidad de Los Andes,#s.i.,Facultad de Ingeniería,#s.i.,#s.i.,#N/A,14,,,,,
120131,"Doctor en Ingeniería Eléctrica,Máster en Ingeniería Eléctrica,Ingeniero Civil Electricista,Doctor en Sistemas de Comunicaciones","4,3,1,4","University of Manchester,University of Manchester,Universidad de Santiago de Chile,Staffordshire University","uk,uk,ch,uk","Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering","3,3,3,3",1,Universidad de Santiago de Chile,Profesor Asociado,Facultad de Ingeniería,Departamento de Ingeniería Eléctrica,Santiago,1,14,,,,,
120132,"Máster en Ingeniería de regadíos,Ingeniero Civil,Doctor en Ingeniería Geotécnica","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,University of California","ch,ch,usa","Cultivation of Land, Horticulture,Civil Engineering,Engineering Geology, Geotechnics","1,3,3",1,Universidad del Desarrollo,Profesor e investigador,Facultad de Ingeniería,#s.i.,Santiago,1,14,,,,,
120133,"Asistente Social,Máster en Ciencias Sociales Aplicadas","1,3","Universidad de Chile,Universidad de la Frontera","ch,ch","Sociology,Sociology","2,2",1,Universidad de Antofagasta,Académico/Jefe de Carrera Programa Bachillerato en Ciencias Sociales,"Facultad de Ciencias Sociales, Artes y Humanidades",Departamento de Ciencias Sociales,Antofagasta,10,2,,,,,
120134,"Máster en Ciencias de Ingeniería Agrícola,Licenciado en Física,Doctor en Ingeniería","3,1,4","Universidad de Concepción,Universidad Técnica Federico Santa María,University of Nebraska","ch,ch,usa","Cultivation of Land, Horticulture,Physics, Astronomy,--","1,4,3",1,Universidad de Concepción,Vicedecano Facultad de Ingeniería Agrícola,Facultad de Ingeniería Agrícola,Departamento de Recursos Hídricos,Chillán,3,8,,,,,
120135,"Ingeniero Agrónomo,Doctor en Geografía","1,4","Universidad Austral de Chile,Universidad Paul Valery Montpellier III","ch,fr","Cultivation of Land, Horticulture,Human Geography, Regional Geography, Regional Planning","1,2",1,Universidad Católica de Temuco,Profesor Asociado,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120136,"Técnico en Alimentos,Químico Farmacéutico","1,1","Universidad de Chile,Universidad de Chile","ch,ch","Food Technology,Chemistry","3,4",1,Universidad de Chile,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120137,Ingeniero Civil,1,Universidad de Chile,ch,Civil Engineering,3,1,Universidad de Santiago de Chile,Profesor Horas,Facultad Tecnológica,Departamento de Tecnologías Industriales,Santiago,1,14,,,,,
120138,"Máster en Gestión Ambiental,Ingeniero Forestal,Doctor en Ciencias","3,1,4","Universidad de Orleáns,Universidad de Chile,Universidad de Orleáns","fr,ch,fr","Environmental Engineering,Forestry and Wood Industry,--","3,1,4",1,Universidad de Chile,"Profesor, Investigador",Facultad de Ciencias Agronómicas,Departamento de Ciencias Ambientales y Recursos Naturales Renovables,Santiago,1,14,,,,,
120139,"Psicólogo,Máster en Cooperación al Desarrollo","1,3","Universidad de Chile,Universidad Libre de Bruselas","ch,bel","Psychology,Economics","2,2",1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Sociales,Departamento de Psicología,Santiago,1,14,,,,,
120140,"Ingeniero Civil Químico,Doctor en Ingeniería Química","1,4","Pontificia Universidad Católica de Valparaíso,University of Queensland","ch,aus","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Pontificia Universidad Católica de Valparaíso,Director de Escuela,Facultad de Ingeniería,Escuela Ingeniería Química,Valparaíso,6,5,,,,,
120141,"Máster en Ciencias: mención Ecología,Profesor en Biología y Ciencias Naturales,Doctor en Ciencias: mención en Ecología","3,1,4","Universidad Austral de Chile,Universidad de Concepción,Universidad de Sevilla","ch,ch,es","Biology,Biology,Biology","4,4,4",1,Universidad Católica de Temuco,Profesor,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120142,"Máster en Derechos Humanos y Derecho Humanitario,Máster en Relaciones Internacionales y Comunicación,Abogado,Doctor en Derecho Internacional","3,3,1,4","Universidad París II,Universidad Complutense de Madrid,Pontificia Universidad Católica de Valparaíso,Universidad Nacional de Educación a Distancia","fr,es,ch,es","Law,Political Science,Law,Law","2,2,2,2",1,Universidad de Talca,Profesor Conferenciante,Facultad de Ciencias Jurídicas y Sociales,#s.i.,Talca,5,7,,,,,
120143,"Ingeniero Químico,Máster en Ingeniería Industrial","1,3",Universidad Técnica Federico Santa María,ch,"Chemical Process Engineering,--","3,3",1,Universidad de Talca,#s.i.,Facultad de Ingeniería,Escuela de Ingeniería Civil Industrial,Talca,5,7,,,,,
120144,"Máster en Conservación y Gestión del Medio Natural,Geógrafo,Doctor en Geografía","3,1,4","Universidad Internacional de Andalucía,Pontificia Universidad Católica de Chile,University of Otago","es,ch,nz","Environmental Engineering,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","3,2,2",1,Universidad de Los Lagos,Profesor Titular,Departamento de Ciencias Sociales,#s.i.,Osorno,11,11,,,,,
120145,"Máster en Ecoauditorias y Planificación Empresarial del Medioambiente,Ingeniero Mecánico,Doctor en Ingeniería","3,1,4","Instituto de Investigaciones Ecológica de Málaga,Universidad Técnica del Estado,Universidad Técnica de Dresde","es,ch,al","Environmental Engineering,Mechanical Engineering,--","3,3,3",1,Universidad de Talca,Profesor Asistente,Facultad de Ciencias Forestales,Facultad de Ingeniería,Talca,5,7,,,,,
120146,Ingeniero de Ejecución en Mecánica,1,,#N/A,Mechanical Engineering,3,1,Universidad de Santiago de Chile,#s.i.,Facultad de Ingeniería,Departamento de Ingeniería Mecánica,Santiago,1,14,,,,,
120147,"Máster en Contaminación Ambiental,Diplomado en Edafología y Biología Vegetal,Doctor en Ciencias Químicas","3,2,4","Universidad Politécnica de Madrid,Universidad de Granada,Universidad Nacional de Educación a Distancia","es,es,es","Environmental Engineering,Biology,Chemistry","3,4,4",1,Universidad de La Serena,Profesor,Facultad de Ciencias,Departamento de Química,La Serena,4,4,,,,,
120148,Abogado,1,Universidad de Chile,ch,Law,2,1,Universidad de Chile,Profesor Asociado,Facultad de Derecho,Departamento de Derecho Económico,Santiago,1,14,,,,,
120149,"Geólogo,Doctor en Recursos Naturales","1,4","Universidad de Chile,Universidad Técnica de Berlín","ch,al","Geology, Mineralogy,Agriculture and Forestry, Fishery not elsewhere classified","4,1",1,Universidad Católica del Norte,Profesor Asociado,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Geología,Antofagasta,10,2,,,,,
120150,"Ingeniero Civil,Máster en Ciencias Geodésicas","1,3","Universidad de Santiago de Chile,Ohio University","ch,usa","Civil Engineering,Geodesy, Surveying","3,3",1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120151,"Ingeniero Civil en Mecánica,Ingeniero de Ejecución en Mecánica,Máster en Ingeniería Mecánica","1,1,3","Universidad de Santiago de Chile,Universidad de Santiago de Chile,Universidad Federal de Santa Catarina","ch,ch,bra","Mechanical Engineering,Mechanical Engineering,Mechanical Engineering","3,3,3",1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Mecánica,Santiago,1,14,,,,,
